Widzę	l|s|s|s|r_ieć
Potajemnie	l|s|s|s|s|s|s|s|s|s
przygotowują	s|s|s|s|s|s|s|s|s|r_yw|r_a|r_ć
prezenty	s|s|s|s|s|s|s|d
.	s

-	s
Dziękuję	l|s|s|s|s|r_ow|r_a|r_ć
panu	s|s|s|d
posłowi	s|s|s|i_e|d|d|d
.	s

Bogu	s|r_ó|s|d
zawierzam	s|s|s|s|s|s|s|s|r_ć
i	s
w	s
Bogu	s|r_ó|s|d
pokładam	s|s|s|s|s|s|s|r_ć
nadzieję	s|s|s|s|s|s|s|r_a
.	s

Poszukiwała	l|s|s|s|s|s|s|s|s|r_ć|d
go	r_o|r_n
policja	s|s|s|s|s|s|s
z	s
Gostynia	s|s|s|s|s|r_ń|d|d
za	s|s
kilka	s|s|s|s|s
innych	s|s|s|s|d|d
przestępstw	s|s|s|s|s|s|s|s|s|s|s|r_o
.	s

Dlatego	l|s|s|s|s|s|s
chciał	s|s|s|s|r_e|r_ć
by	s|s
m	r_być
zakończyć	s|s|s|s|s|s|s|s|s
.	s

-	s
Ona	l|s|d
istnieje	s|s|s|s|s|s|r_ć|d
.	s

–	s
poszła	s|r_ó|r_j|r_ś|r_ć|d
m	r_być
.	s

Nad	l|s|s
tymi	s|r_e|r_n|d
poprawkami	s|s|s|s|s|s|s|s|d|d
będziemy	s|r_y|r_ć|d|d|d|d|d
głosować	s|s|s|s|s|s|s|s
łącznie	s|s|s|s|s|s|s
.	s

Jesteś	r_b|r_y|r_ć|d|d|d
wyższy	s|s|r_s|r_o|r_k|r_i
od	s|s
wicepremiera	s|s|s|s|s|s|s|s|s|s|s|d
Romana	s|s|s|s|s|d
Giertycha	s|s|s|s|s|s|s|s|d
?	s

Nie	l|s|s
chciała	s|s|s|s|r_e|r_ć|d
jeść	s|s|s|s
pizzy	s|s|s|s|r_a
rodzinnej	s|s|s|s|s|s|s|r_y|d
od	s|s
tej	s|s|r_n
kobiety	s|s|s|s|s|s|r_a
.	s

Muszę	l|s|s|r_ie|r_ć
jechać	s|s|s|s|s|s
do	s|s
domu	s|s|s|d
.	s

Nigdy	l|s|s|s|s
nie	s|s|s
przestajemy	s|s|s|s|s|s|s|r_w|r_a|r_ć|d
o	s
Nim	r_o|r_n|d
mówić	s|s|s|s|s
,	s
aby	s|s|s
Jego	r_o|r_n|d|d
imię	s|s|s|s
rozbrzmiewało	s|s|s|s|s|s|s|s|s|s|s|r_ć|d
aż	s|s
po	s|s
krańce	s|s|s|r_n|r_i|s|r_c
świata	s|s|s|s|s|d
,	s
na	s|s
wieki	s|s|s|s|d
wieków	s|s|s|s|d|d
.	s

Stanowią	l|s|s|s|s|s|s|r_ć
one	s|s|d
razem	s|s|s|s|s
z	s
rzodkiewką	s|s|s|s|s|s|s|s|s|r_a
potrawę	s|s|s|s|s|s|r_a
pełnowartościową	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|r_y
,	s
dając	s|s|r_w|r_a|r_ć
jednocześnie	s|s|s|s|s|s|s|s|s|s|s|s
ciekawy	s|s|s|s|s|s|s
efekt	s|s|s|s|s
dekoracyjny	s|s|s|s|s|s|s|s|s|s|s
.	s

Ale	l|s|s
na	s|s
moim	s|r_ó|r_j|d
posłaniu	s|s|s|s|s|s|s|r_e
ktoś	s|s|s|s
siedział	s|s|s|s|s|s|r_e|r_ć
.	s

Nie	l|s|s
są	r_by|r_ć
przeprowadzane	s|s|s|s|s|s|s|s|s|s|s|s|r_ć|d
bezpośrednio	s|s|s|s|s|s|s|s|s|s|s|s
na	s|s
ludziach	r_cz|r_ł|r_o|r_w|s|r_e|r_k|d
.	s

Przed	l|s|s|s|s
sądem	s|s|s|d|d
stawiło	s|s|s|s|s|r_ć|d
się	s|s|s
tylko	s|s|s|s|s
18	s|s
świadków	s|s|s|s|s|i_e|d|d
.	s

Żadna	l|s|s|i_e|d
się	s|s|s
nie	s|s|s
odezwała	s|s|s|s|s|s|r_ć|d
.	s

Bezchmurne	l|s|s|s|s|s|s|s|s|r_y
niebo	s|s|s|s|s
czaruje	s|s|s|s|r_ow|r_a|r_ć
gwiazdami	s|s|s|s|s|s|s|d|d
.	s

Czy	l|s|s
takie	s|s|s|s|d
stanowisko	s|s|s|s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
uzasadnione	s|s|s|s|s|s|s|s|s|s|r_y
?	s

Ciągle	l|s|s|s|s|s
jeszcze	s|s|s|s|s|s|s
wybieramy	s|s|s|s|s|s|s|r_ć|d
naszych	s|s|s|s|d|d|d
bohaterów	s|s|s|s|s|s|s|d|d
i	s
ich	r_o|r_n|d
losy	s|s|s|d
z	s
miarką	s|s|s|s|s|r_a
społeczną	s|s|s|s|s|s|s|s|r_y
.	s

Jako	l|s|s|s
studentka	s|s|s|s|s|s|s|s|s
resocjalizacji	s|s|s|s|s|s|s|s|s|s|s|s|s|r_a
,	s
nie	s|s|s
bała	s|s|r_ć|d
się	s|s|s
osób	s|s|r_o|s|r_a
,	s
które	s|s|s|s|r_y
popadły	s|s|s|s|r_ś|r_ć|d
w	s
konflikt	s|s|s|s|s|s|s|s
z	s
prawem	s|s|s|s|r_o|d
.	s

nie	s|s|s
widzę	s|s|s|s|r_ieć
związku	s|s|s|s|s|i_e|d
.	s

Mamy	l|r_i|r_e|r_ć
też	s|s|s
nowych	s|s|s|s|d|d
graczy	s|s|s|s|s|d
.	s

Alicja	s|s|s|s|s|s
milczy	s|s|s|s|s|r_eć
.	s

Przynosi	l|s|s|s|s|s|s|s|r_ć
on	s|s
podarunki	s|s|s|s|s|s|s|i_e|d
w	s
nocy	s|s|s|d
z	s
24	s|s
na	s|s
25	s|s
,	s
przedostając	s|s|s|s|s|s|s|s|s|r_w|r_a|r_ć
się	s|s|s
do	s|s
domów	s|s|s|d|d
poprzez	s|s|s|s|s|s|s
komin	s|s|s|s|s
.	s

Franek	s|s|s|s|s|s
odebrał	s|s|s|s|s|s|r_ć
mi	r_j|r_a
pistolet	s|s|s|s|s|s|s|s
.	s

Czeka	l|s|s|s|s|r_ć
koń	s|s|s
z	s
furą	s|s|s|r_a
.	s

Szanuję	l|s|s|s|r_ow|r_a|r_ć
ale	s|s|s
nie	s|s|s
podzielam	s|s|s|s|s|s|s|s|r_ć
.	s

Grożą	l|s|s|r_zi|r_ć
za	s|s
to	s|s
wysokie	s|s|s|s|s|s|d
kary	s|s|s|r_a
i	s
areszt	s|s|s|s|s|s
.	s

Ta	r_te|r_n
miała	s|s|r_e|r_ć|d
by	s|s
sie	s|s|r_ę
z	s
czego	s|d|d|d|s
tłumaczyć	s|s|s|s|s|s|s|s|s
.	s

-	s
Ależ	l|s|s|s
wybacz	s|s|s|s|s|s|r_yć
.	s

–	s
będę	s|r_y|r_ć|d
jej	r_o|r_n|d
plażę	s|s|s|s|r_a
przenosiła	s|s|s|s|s|s|s|s|r_ć|d
na	s|s
drugi	s|s|s|s|s
koniec	s|s|s|s|s|s
pokoju	s|s|s|r_ó|s|d
.	s

Marianka	s|s|s|s|s|s|i_e|d
nawet	s|s|s|s|s
bardzo	s|s|s|s|s|s
lubię	s|s|s|s|r_ć
.	s

Namawiać	l|s|s|s|s|s|s|s
nie	s|s|s
będę	s|r_y|r_ć|d
.	s

Zrobiła	l|s|s|s|s|r_ć|d
to	s|s
,	s
bo	s|s
skazany	s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
wzorowym	s|s|s|s|s|s|s|d
więźniem	s|s|s|r_z|d|s|s|r_ń
.	s

Zarządca	l|s|s|s|s|s|s|s
komisaryczny	s|s|s|s|s|s|s|s|s|s|s|s
przestał	s|s|s|s|s|s|s|r_ć
pełnić	s|s|s|s|s|s
ją	r_o|r_n
dopiero	s|s|s|s|s|s|s
po	s|s
ostatnich	s|s|s|s|s|s|s|d|d
wyborach	s|s|s|s|s|r_y|d|d
samorządowych	s|s|s|s|s|s|s|s|s|s|s|d|d
.	s

On	l|s
niewiele	s|s|s|s|s|s|s|s
mówi	s|s|s|s|r_ć
.	s

Nie	l|s|s
jedzmy	s|s|r_ś|r_ć|d|d
margaryny	s|s|s|s|s|s|s|s|r_a
.	s

Coraz	l|s|s|s|s
bardziej	s|s|s|s|s|r_o|d|d
boję	s|r_a|r_ć|d
się	s|s|s
nocy	s|s|s|d
w	s
tym	s|r_e|r_n
pokoju	s|s|s|r_ó|s|d
.	s

Z	l
oczu	s|r_k|r_o|d
pociekły	s|s|s|s|s|r_c|d|d
mi	r_j|r_a
łzy	s|s|r_a
.	s

Nagle	l|s|s|s|s
ktoś	s|s|s|s
mi	r_j|r_a
mówi	s|s|s|s|r_ć
,	s
że	s|s
doktor	s|s|s|s|s|s
Kuszner	s|s|s|s|s|s|s
nadawał	s|s|s|s|s|s|r_ć
by	s|s
się	s|s|s
do	s|s
filmu	s|s|s|s|d
.	s

-	s
No	l|s
wie	s|s|s|r_dzieć
pan	s|s|s
!	s
.	s
.	s
.	s

W	l
USA	s|s|s
jest	r_b|r_y|r_ć|d
szpital	s|s|s|s|s|s|s
,	s
który	s|s|s|s|s
chce	s|s|s|i_i|r_ć
Łukasza	s|s|s|s|s|s|d
ratować	s|s|s|s|s|s|s
.	s

Chciał	l|s|s|s|r_e|r_ć
em	r_by|r_ć
należeć	s|s|s|s|s|s|s
do	s|s
harcerstwa	s|s|s|s|s|s|s|s|s|r_o
,	s
a	s
w	s
mojej	s|r_ó|s|d|d
szkole	s|s|s|s|r_ł|r_a
drużynę	s|s|s|s|s|s|r_a
prowadzili	s|s|s|s|s|s|s|s|r_ć|d
akurat	s|s|s|s|s|s
ci	r_te|r_n
ludzie	r_cz|r_ł|r_o|r_w|s|s|r_k
.	s

–	s
no	s|s
niby	s|s|s|s
jest	r_b|r_y|r_ć|d
trochę	s|s|s|s|s|s
tego	s|s|r_n|d
miasta	s|s|s|s|s|r_o
.	s

no	s|s
pan	s|s|s
optuje	s|s|s|r_ow|r_a|r_ć
za	s|s
Niemcami	s|s|s|s|s|r_y|d|d
.	s

-	s
Wspomniał	l|s|s|s|s|s|s|r_e|r_ć
eś	r_by|r_ć
,	s
że	s|s
rzadko	s|s|s|s|s|s
widujesz	s|s|s|r_y|r_w|r_a|r_ć|d
się	s|s|s
z	s
rodziną	s|s|s|s|s|s|r_a
.	s

Niebo	l|s|s|s|s
było	s|s|r_ć|d
pokryte	s|s|s|s|s|r_ć|d
białymi	s|s|s|s|s|d|d
barankami	s|s|s|s|s|i_e|d|d|d
.	s

Robią	l|s|s|s|r_ć
to	s|s
dziewiarze	s|s|s|s|s|s|s|s|s|d
na	s|s
dziewiarskich	s|s|s|s|s|s|s|s|s|s|s|d|d
maszynach	s|s|s|s|s|s|s|d|d
.	s

Do	l|s
domu	s|s|s|d
weszli	s|s|r_j|r_ś|r_ć|d
przez	s|s|s|s|s
pomieszczenia	s|s|s|s|s|s|s|s|s|s|s|s|r_e
gospodarcze	s|s|s|s|s|s|s|s|s|s|r_y
,	s
po	s|s
wyjęciu	s|s|s|r_ą|r_ć|d|d
z	s
futryn	s|s|s|s|s|s|r_a
okna	s|s|s|r_o
.	s

-	s
No	l|s
,	s
widzisz	s|s|s|s|s|r_e|r_ć
.	s

Ciągle	l|s|s|s|s|s
chwytam	s|s|s|s|s|s|r_ć
się	s|s|s
pozorów	s|s|s|r_ó|s|d|d
.	s

Ale	l|s|s
babka	s|s|s|s|s
nie	s|s|s
chciała	s|s|s|s|r_e|r_ć|d
wcale	s|s|s|s|s
zauważyć	s|s|s|s|s|s|s|s
tej	s|s|r_n
poufności	s|s|s|s|s|s|s|r_ć|d
.	s

Chińczycy	s|s|s|s|s|s|s|r_k|d
jednak	s|s|s|s|s|s
wkrótce	s|s|s|s|s|s|s
poparli	s|s|s|r_r|r_z|r_e|r_ć
interwencję	s|s|s|s|s|s|s|s|s|s|r_a
na	s|s
Węgrzech	s|s|s|s|r_y|d|d|d
,	s
bo	s|s
tam	s|s|s
już	s|s|s
lała	s|s|r_ć|d
się	s|s|s
krew	s|s|s|s
.	s

Urzędniczka	l|s|s|s|s|s|s|s|s|s|s
przysunęła	s|s|s|s|s|s|s|r_ą|r_ć|d
mi	r_j|r_a
telefon	s|s|s|s|s|s|s
mimo	s|s|s|s
tych	s|r_e|r_n|d
niedołężnych	s|s|s|s|s|s|s|s|s|s|d|d
wyjaśnień	s|s|s|s|s|s|s|s|r_nie
.	s

-	s
Co	l|s
mnie	r_j|r_a|d|d
interesuje	s|s|s|s|s|s|s|r_ow|r_a|r_ć
?	s

Dużym	l|s|s|s|d
zainteresowaniem	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|d
cieszą	s|s|s|s|s|r_yć
się	s|s|s
barwne	s|s|s|s|s|r_y
szklane	s|s|s|s|s|s|r_y
witraże	s|s|s|s|s|s|d
jako	s|s|s|s
prace	s|s|s|s|r_a
ozdobne	s|s|s|s|s|s|r_y
.	s

Obaj	l|s|s|d
23-letni	s|s|s|s|s|s|s|s
starogardzianie	s|s|s|s|s|s|s|s|s|s|s|s|s|s|r_n
trafili	s|s|s|s|s|r_ć|d
do	s|s
policyjnego	s|s|s|s|s|s|s|s|r_y|d|d
aresztu	s|s|s|s|s|s|d
.	s

Commercial	s|s|s|s|s|s|s|s|s|s
Union	s|s|s|s|s
od	s|s
1991	s|s|s|s
roku	s|s|s|d
działa	s|s|s|s|s|s|r_ć
również	s|s|s|s|s|s|s
na	s|s
rynku	s|s|s|i_e|d
naszych	s|s|s|s|d|d|d
ubezpieczeń	s|s|s|s|s|s|s|s|s|s|r_nie
życiowych	s|s|s|s|s|s|s|d|d
.	s

Rozmażesz	l|s|s|s|s|r_z|r_a|r_ć|d
sobie	s|r_ie|s|s|s
makijaż	s|s|s|s|s|s|s
.	s

Ma	r_mie|r_ć
broń	s|s|s|s
.	s

Tak	l|s|s
jest	r_b|r_y|r_ć|d
dobrze	s|s|s|s|s|s
.	s

Wykształciuchy	l|s|s|s|s|s|s|s|s|s|s|s|s|d
bronią	s|s|s|s|s|r_ć
się	s|s|s
przed	s|s|s|s|s
premierem	s|s|s|s|s|s|s|d|d
.	s

W	l
garażu	s|s|s|s|s|d
jest	r_b|r_y|r_ć|d
miejsce	s|s|s|s|s|s|s
na	s|s
53	s|s
samochody	s|s|s|s|s|s|r_ó|s|d
.	s

Najtragiczniejszy	d|d|d|s|s|s|s|s|s|s|s|d|d|d|d|d|s
był	s|s|r_ć
czwartek	s|s|s|s|s|s|s|s
.	s

Z	l
niepokojem	s|s|s|s|s|s|r_ó|s|d|d
spoglądają	s|s|s|s|s|s|s|s|r_ć|d
oni	s|s|d
na	s|s
pochmurne	s|s|s|s|s|s|s|s|r_y
niebo	s|s|s|s|s
i	s
termometr	s|s|s|s|s|s|s|s|s
,	s
śledząc	s|s|s|s|s|r_i|r_ć
przy	s|s|s|s
tym	s|r_o|d
pilnie	s|s|s|s|s|s
prognozy	s|s|s|s|s|s|s|r_a
meteorologiczne	s|s|s|s|s|s|s|s|s|s|s|s|s|s|r_y
.	s

Porozmawiamy	l|s|s|s|s|s|s|s|s|s|r_ć|d
.	s

Mówmy	l|s|s|r_i|r_ć
,	s
że	s|s
ktoś	s|s|s|s
nieśmiały	s|s|s|s|s|s|s|s|s
jest	r_b|r_y|r_ć|d
też	s|s|s
bardziej	s|s|s|s|s|r_o|d|d
wrażliwy	s|s|s|s|s|s|s|s
,	s
milszy	s|s|r_ł|d|d|s
.	s

Nie	l|s|s
oglądał	s|s|s|s|s|s|r_ć
em	r_by|r_ć
się	s|s|s
za	s|s
kobietami	s|s|s|s|s|s|s|d|d
.	s

Przyjeżdżają	l|s|s|s|s|s|s|s|s|s|r_ć|d
z	s
różnych	s|s|s|s|s|d|d
stron	s|s|s|s|s|r_a
świata	s|s|s|s|s|d
.	s

Współczesne	l|s|s|s|s|s|s|s|s|s|r_y
trendy	s|s|s|s|s|d
cywilizacyjne	s|s|s|s|s|s|s|s|s|s|s|s|r_y
sprzyjają	s|s|s|s|s|s|s|r_ć|d
siłom	s|s|s|r_a|d
zła	s|s|r_o
,	s
lecz	s|s|s|s
dobro	s|s|s|s|s
nie	s|s|s
odpuszcza	s|s|s|s|s|s|s|s|s|r_ć
.	s

stówę	s|s|s|s|r_a
się	s|s|s
dawało	s|s|s|s|r_ć|d
i	s
był	s|s|r_ć
pełny	s|s|s|s|s
zbiornik	s|s|s|s|s|s|s|s
.	s

W	l
jego	r_o|r_n|d|d
armii	s|s|s|s|r_a
służyli	s|s|s|s|s|r_ć|d
teraz	s|s|s|s|s
synowie	s|s|s|d|d|d|d
śmiałków	s|s|s|s|s|i_e|d|d
,	s
którymi	s|s|s|s|s|d|d
dowodził	s|s|s|s|s|s|s|r_ć
przed	s|s|s|s|s
laty	r_r|r_o|r_k|d
.	s

Wielu	l|s|s|s|r_e
obawia	s|s|s|s|s|s|r_ć
się	s|s|s
,	s
że	s|s
będzie	s|r_y|r_ć|d|d|d
skazany	s|s|s|s|s|r_ć|d
na	s|s
typowe	s|s|s|s|s|r_y
pieskie	s|s|s|s|s|s|d
życie	s|s|s|s|s
.	s

-	s
Wyzyskiwała	l|s|s|s|s|s|s|s|s|r_ć|d
m	r_być
.	s

Skoczę	l|s|s|s|s|r_yć
i	s
przyniosę	s|s|s|s|s|s|r_e|r_ś|r_ć
.	s

Magdzie	s|s|s|s|r_a|d|d
zrobiono	s|s|s|s|s|r_ć|d|d
cewnikowanie	s|s|s|s|s|s|s|s|s|r_ć|d|d
.	s

Znał	l|s|s|r_ć
w	s
mieście	s|s|r_a|r_s|r_t|r_o|d
każdą	s|s|s|s|r_y
uliczkę	s|s|s|s|s|s|r_a
i	s
każdy	s|s|s|s|s
zaułek	s|s|s|s|s|s
.	s

Groszek	s|s|s|s|s|s|s
zaśmiał	s|s|s|s|s|s|r_ć
się	s|s|s
.	s

Kobiety	l|s|s|s|s|s|r_a
kładły	s|s|s|r_ś|r_ć|d
walizy	s|s|s|s|s|r_a
na	s|s
przyczepie	s|s|s|s|s|s|s|s|r_a|d
.	s

Najnowszych	d|d|d|s|s|s|d|d|s|d|d
danych	s|s|s|r_a|d|d
nie	s|s|s
znam	s|s|s|r_ć
,	s
ale	s|s|s
wiem	s|s|s|r_dzieć
,	s
że	s|s
nieustannie	s|s|s|s|s|s|s|s|s|s|s
pnie	s|r_i|r_ą|r_ć
się	s|s|s
w	s
górę	s|s|s|r_a
.	s

Nie	l|s|s
mogła	s|r_ó|r_c|d|d
m	r_być
się	s|s|s
wcześniej	s|s|s|s|s|s|s|s|d
wyrwać	s|s|s|s|s|s
.	s

-	s
Moszczyński	s|s|s|s|s|s|s|s|s|s|s
kiwał	s|s|s|s|r_ć
głową	s|s|s|s|r_a
.	s

Czy	l|s|s
naprawdę	s|s|s|s|s|s|s|s
seks	s|s|s|s
jest	r_b|r_y|r_ć|d
taki	s|s|s|s
długowieczny	s|s|s|s|s|s|s|s|s|s|s|s
?	s

Może	l|s|s|s
jeszcze	s|s|s|s|s|s|s
żyje	s|s|r_ć|d
.	s

Ale	l|s|s
oni	s|s|d
są	r_by|r_ć
mi	r_j|r_a
za	s|s
drodzy	s|s|s|r_g|r_i|d
,	s
żeby	s|s|s|s
m	r_być
im	r_o|r_n
to	s|s
sprawiła	s|s|s|s|s|s|r_ć|d
.	s

by	s|s
m	r_być
przyjechała	s|s|s|s|s|s|s|s|s|r_ć|d
.	s
.	s

Czasem	l|s|s|s|d|d
ta	s|r_en
rzeczywistość	s|s|s|s|s|s|s|s|s|s|s|s|s
była	s|s|r_ć|d
bardzo	s|s|s|s|s|s
barwna	s|s|s|s|s|r_y
.	s

Zareagowali	l|s|s|s|s|s|s|s|s|r_ć|d
na	s|s
to	s|s
sędziowie	s|s|s|s|s|r_a|d|d|d
Trybunału	l|s|s|s|s|s|s|s|d
.	s

–	s
jedzie	s|s|r_c|r_h|r_a|r_ć
?	s

Ponoć	l|s|s|s|s
nie	s|s|s
życzyli	s|s|s|s|s|r_ć|d
sobie	s|r_ie|s|s|s
ich	r_o|r_n|d
obecności	s|s|s|s|s|s|s|r_ć|d
inni	s|s|s|r_y
dziennikarze	s|s|s|s|s|s|s|s|s|s|s|d
.	s
.	s
.	s

KTO	l|l|l
PIERWSZY	l|l|l|l|l|l|l|l
ZAPALIŁ	l|l|l|l|l|l|r_ć
OGIEŃ	l|l|l|l|l
NA	l|l
ROZEWIU	s|l|l|l|l|l|r_e
?	s

-	s
Nieszczęścia	l|s|s|s|s|s|s|s|s|s|s|r_e
chodzą	s|s|s|s|s|r_ić
parami	s|s|s|s|d|d
.	s

Odziedziczyła	l|s|s|s|s|s|s|s|s|s|s|r_ć|d
ona	s|s|d
po	s|s
bracie	s|s|s|r_t|d|d
majątek	s|s|s|s|s|s|s
w	s
Galicji	s|s|s|s|s|s|r_a
,	s
uprzemysłowiony	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s
i	s
dający	s|s|r_w|r_a|r_ć|d
duże	s|s|s|r_y
profity	s|s|s|s|s|s|d
.	s

Starał	l|s|s|s|s|r_ć
em	r_by|r_ć
się	s|s|s
wejść	s|s|s|s|s
w	s
sytuację	s|s|s|s|s|s|s|r_a
doktora	s|s|s|s|s|s|d
Ciszewskiego	s|s|s|s|s|s|s|s|s|d|d|d
.	s

Wywiercili	l|s|s|s|s|s|s|s|r_ć|d
dziury	s|s|s|s|s|r_a
w	s
ścianie	s|s|s|s|s|r_a|d
.	s

Od	l|s
lat	r_r|r_o|r_k
realizuje	s|s|s|s|s|s|r_ow|r_a|r_ć
kolejną	s|s|s|s|s|s|r_y
pasję	s|s|s|s|r_a
,	s
którą	s|s|s|s|r_y
jest	r_b|r_y|r_ć|d
fotografia	s|s|s|s|s|s|s|s|s|s
.	s

Powiedz	l|s|s|s|s|s|s|r_ieć
prawdę	s|s|s|s|s|r_a
,	s
ty	s|s
przecież	s|s|s|s|s|s|s|s
nigdy	s|s|s|s|s
nie	s|s|s
kłamiesz	s|s|s|s|r_a|r_ć|d|d
.	s

Deski	l|s|s|s|r_a
nosić	s|s|s|s|s
!	s

Amerykanie	s|s|s|s|s|s|s|s|s|r_n
rzeczywiście	s|s|s|s|s|s|s|s|s|s|s|s
zrobili	s|s|s|s|s|r_ć|d
śliczny	s|s|s|s|s|s|s
manewr	s|s|s|s|s|s
pancerny	s|s|s|s|s|s|s|s
.	s

Mało	l|s|s|s
brakowało	s|s|s|s|s|s|s|r_ć|d
,	s
a	s
miłość	s|s|s|s|s|s
do	s|s
zajączka	s|s|s|s|s|s|i_e|d
Kamil	s|s|s|s|s
przypłacił	s|s|s|s|s|s|s|s|s|r_ć
by	s|s
życiem	s|s|s|s|s|d
.	s

Nie	l|s|s
mogł	s|r_ó|r_c|d
em	r_by|r_ć
się	s|s|s
na	s|s
niczym	s|s|s|d|d|d
skupić	s|s|s|s|s|s
.	s

Bardzo	l|s|s|s|s|s
cię	r_t|r_y|d
proszę	s|s|s|s|r_i|r_ć
.	s
.	s
.	s

Niebo	l|s|s|s|s
powleka	s|s|s|s|s|s|s|r_ć
się	s|s|s
rudożółtą	s|s|s|s|s|s|s|s|r_y
oponą	s|s|s|s|r_a
.	s

-	s
Zabierz	l|s|s|r_r|r_a|r_ć|d
od	s|s
niej	i_o|d|d|d
tego	s|s|r_n|d
skurwysyna	s|s|s|s|s|s|s|s|s|d
!	s

Raczej	l|s|s|s|s|s
to	s|s
szczęście	s|s|s|s|s|s|s|s|s
,	s
że	s|s
się	s|s|s
w	s
porę	s|s|s|r_a
dowiedział	s|s|s|s|s|s|s|s|r_e|r_ć
.	s

Kupmy	l|s|s|r_i|r_ć
jej	r_o|r_n|d
srebrne	s|s|s|s|s|s|r_y
.	s

Obu	l|s|r_a
panów	s|s|s|d|d
łączy	s|s|s|s|s|r_ć
miłość	s|s|s|s|s|s
do	s|s
piłki	s|s|s|s|r_a
nożnej	s|s|s|s|r_y|d
.	s

to	s|s
też	s|s|s
są	r_by|r_ć
dosyć	s|s|s|s|s
bolesne	s|s|s|s|s|s|r_y
rzeczy	s|s|s|s|s|d
.	s

Przez	l|s|s|s|s
uczony	s|s|s|s|s|s
wywód	s|s|s|s|s
autorki	s|s|s|s|s|s|r_a
przewijają	s|s|s|s|s|s|s|s|r_ć|d
się	s|s|s
dzieła	s|s|s|s|s|r_o
współczesnych	s|s|s|s|s|s|s|s|s|s|s|d|d
filozofów	s|s|s|s|s|s|s|d|d
,	s
od	s|s
Ricoeura	s|s|s|s|s|s|s|d
po	s|s
Levinasa	s|s|s|s|s|s|s|d
.	s

-	s
Na	l|s
pniu	s|r_i|r_e|r_ń
sprzedał	s|s|s|s|s|s|s|r_ć
em	r_by|r_ć
kilkaset	s|s|s|s|s|s|s|s
egzemplarzy	s|s|s|s|s|s|s|s|s|s|d
.	s

–	s
e	s
chyba	s|s|s|s|s
nie	s|s|s
wiesz	s|s|s|r_d|s|r_ieć
?	s

Dama	l|s|s|s
klozetowa	s|s|s|s|s|s|s|s|r_y
łagodnieje	s|s|s|s|s|s|s|s|r_ć|d
.	s

Mówić	l|s|s|s|s
on	s|s
będzie	s|r_y|r_ć|d|d|d
dzisiaj	s|s|s|s|s|s|s
o	s
sytuacji	s|s|s|s|s|s|s|r_a
religijnej	s|s|s|s|s|s|s|s|r_y|d
i	s
nowych	s|s|s|s|d|d
ruchach	s|s|s|s|d|d|d
w	s
Europie	s|s|s|s|s|r_a|d
.	s

Jadwiga	s|s|s|s|s|s|s
z	s
niepokojem	s|s|s|s|s|s|r_ó|s|d|d
i	s
współczuciem	s|s|s|s|s|s|s|s|s|s|s|d
patrzyła	s|s|s|s|s|r_e|r_ć|d
na	s|s
męża	s|r_ą|s|d
.	s

Grożąc	l|s|s|r_z|r_i|r_ć
skrzywdzeniem	s|s|s|s|s|s|s|s|d|d|s|r_ć|d
Anety	s|s|s|s|r_a
,	s
zabronili	s|s|s|s|s|s|s|r_ć|d
też	s|s|s
powiadamiać	s|s|s|s|s|s|s|s|s|s|s
policję	s|s|s|s|s|s|r_a
.	s

Chciał	l|s|s|s|r_e|r_ć
ją	r_o|r_n
objąć	s|s|s|s|s
,	s
ale	s|s|s
przytrzymywała	s|s|s|s|s|s|s|s|s|s|s|s|r_ć|d
go	r_o|r_n
wyciągniętą	s|s|s|s|s|s|s|r_ą|r_ć|d|d
ręką	s|s|s|r_a
.	s

wszystkich	s|s|s|s|s|d|d|d|s|r_y
pozwalniali	s|s|s|s|s|s|s|s|s|r_ć|d
.	s
.	s

Cały	l|s|s|s
kurs	s|s|s|s
nadany	s|s|s|s|r_ć|d
będzie	s|r_y|r_ć|d|d|d
w	s
Łodzi	s|r_ó|s|r_ź|d
.	s

Zboża	l|s|s|s|r_e
mniej	s|r_a|r_ł|r_o|d
się	s|s|s
opłacają	s|s|s|s|s|s|r_ć|d
.	s

Oczy	l|r_k|r_o|d
wyszły	s|s|r_j|r_ś|r_ć|d
nieomal	s|s|s|s|s|s|s
z	s
orbit	s|s|s|s|s|r_a
.	s

A	l
przecież	s|s|s|s|s|s|s|s
parę	s|s|s|s
razy	s|s|s|d
podrabiano	s|s|s|s|s|s|s|s|r_ć|d
mi	r_j|r_a
przecież	s|s|s|s|s|s|s|s
dokumenty	s|s|s|s|s|s|s|s|d
i	s
jakąś	s|s|s|r_i|s
współpracę	s|s|s|s|s|s|s|s|s|r_a
.	s

Przecież	l|s|s|s|s|s|s|s
ja	s|s
tatki	s|s|s|s|r_a
prawie	s|s|s|s|s|s
nie	s|s|s
znam	s|s|s|r_ć
!	s

Ale	l|s|s
nie	s|s|s
